node_id,word,definition,pos_group,cluster,x,y,z,ERROR SYMPTOMS,TROUBLESHOOTING,PRIMARY CATEGORY,SUB CATEGORY,CORE,CORE 1: DOMAIN,CORE 2: DOMAIN
W60,SYN packet (Synchronize Packet),,other,13,-0.093379199504899,0.8100626195083571,0.5788599809756092,"- Connection Timeout / ""Server Unreachable"": Outbound SYN packets are sent but receive no response, causing applications to hang during the initial connection phase.
- Connection Refused (RST): The client immediately receives a Reset (RST) packet back instead of an acknowledgement.
- High Network Latency: Severe delays during the initial setup of web pages or network services, though active streams perform normally.
- Server Performance Degradation: The target server runs out of memory, drops legitimate connections, or experiences high CPU usage due to a flood of orphaned connection requests.
","- Analyze Traffic with Wireshark: Capture packets on the network interface to verify if outbound SYN packets are actually being generated and transmitted.
- Inspect Firewall and ACL (Allow Client List) Rules: Check local, network, and cloud firewalls to ensure that the required inbound/outbound (Transmission Control Protocol) TCP port is open and not dropping traffic.
- Verify Service Status: Check the target server to confirm that the listening application or service is active and bound to the correct port.
- Mitigate SYN Flood Attacks: Enable TCP SYN cookies on the server operating system or implement rate-limiting on network firewalls to protect against Denial of Service (DoS) attacks.",Networking,Network Protocols / Transport Layer Security,CORE 1,NETWORKING,
W61,SYN-ACK (Synchronize-Acknowledgment Packet),,other,13,-0.0766747521729029,0.7914719627397011,0.6063770399480748,"-""Connection Reset by Peer"": The client receives a SYN-ACK but the connection is instantly broken before data transfer begins.
- Stuck in SYN_RECV (Synchronize Received) State: The server logs show numerous connections stuck waiting for the final response from the client, depleting system resources.
- Intermittent Connectivity: Only certain client machines can successfully connect to a server, while others drop during the handshake.","- Trace the Handshake Sequence: Use network sniffing tools (e.g., ""tcpdump"" or Wireshark) to verify if the server is generating the SYN-ACK packet and if it reaches the client.
- Fix Asymmetric Routing: Check router and gateway configurations to ensure that the return path from the server back to the client is not taking a different, blocked route.
- Adjust MTU Settings: Reduce the Maximum Transmission Unit (MTU) size on the network interfaces if large packets containing handshake headers are being silently dropped by intermediate routers.
- Clear TCP/IP (Transmission Control Protocol/ Internet Protocol) Stack: Run ""netsh int ip reset"" and ""netsh winsock reset"" in an elevated Windows Command Prompt to clear local network corruption preventing proper handshake negotiation.",Networking,Network Protocols / Connection Management,CORE 1,NETWORKING,
W62,ACK packet (Acknowledgment Packet),,other,13,-0.065068078476849,0.8182289147815794,0.5711983790056565,"- Stuck Connections: A socket connection appears to open successfully but immediately freezes or hangs indefinitely when attempting to transmit application data.
- High Packet Retransmission: Network monitors reveal a surge in duplicated data frames being sent over the wire, severely throttling network throughput.
- Connection Dropouts: Connections are abruptly terminated with errors like ECONNRESET (Connection Reset by peer) or ""Connection timed out"" shortly after the initial handshake completes.","- Verify Three-Way Handshake Completion: Run a packet capture in Wireshark and filter for ""tcp.flags.ack == 1"" to verify if the client's final ACK packet is reaching the server interface.
- Check Stateful Firewall Tables: Inspect intermediate firewalls to ensure they aren't prematurely dropping the ACK packet due to exhausted state table limits or overly aggressive timeout rules.
- Disable TCP Offloading: Open Device Manager, navigate to your Network Adapter properties, click the Advanced tab, and temporarily disable Large Send Offload (LSO) and TCP Checksum Offload to resolve hardware-level packet formatting bugs.
- Isolate Bad Network Hardware: Run a continuous ping test (""ping -t"") alongside your data transfer to pinpoint faulty switches, damaged cables, or failing access points that are causing packet corruption and dropping small ACK frames. ",Networking,Network Protocols / Connection Management,CORE 1,NETWORKING,
W150,Apt command,,other,14,-0.3484659351181398,-0.4257269511387305,-0.8350617073823715,"Attempts to manage software packages return syntax errors, or terminal outputs flag missing package dependencies or broken repository listings.","Open the terminal application and run the core command using administrative privileges by prefixing it with “sudo”, formatting the instruction as “sudo apt ” to safely modify software repositories.",Operating Systems Management,Linux Command-Line Utilities,CORE 2,,OPERATING SYSTEMS
W151,Apt install <program> command,,other,14,-0.3263840351008577,-0.4316485039515542,-0.8409239149100631,Running the command returns a terminal error stating “E: Unable to locate package ” or “Permission denied” when an unprivileged account executes the script.,"Elevate your execution privileges and refresh repository trees by executing “sudo apt update”, then run the installation string using the format “sudo apt install ” to safely pull down and deploy the application.",Operating Systems Management,Linux Command-Line Utilities,CORE 2,,OPERATING SYSTEMS
W152,Apt update command,,other,14,-0.3532270439156091,-0.4437037327794244,-0.8236247039545654,"Software installation commands pull outdated versions of application packages, or the terminal displays “Failed to fetch” mirror errors due to broken repository paths or internet disconnects.","Ensure the Network Interface Controller (NIC) has valid Wide Area Network (WAN) connectivity, open an elevated terminal console shell, and execute “sudo apt update” to download fresh repository listings.",Operating Systems Management,Linux Command-Line Utilities,CORE 2,,OPERATING SYSTEMS
W153,Apt upgrade command,,other,14,-0.342759821760547,-0.4094560077023054,-0.8454948150894646,"Security definitions remain obsolete, applications exhibit legacy software bugs, or running the update string fails because the local repository index has not been refreshed first.",Open the command line and run the combined sequence “sudo apt update && sudo apt upgrade” to download package metadata logs before authorizing the installation of system software upgrades.,Operating Systems Management,Linux Command-Line Utilities,CORE 2,,OPERATING SYSTEMS
W154,Apt-get command,,other,14,-0.3222594330351058,-0.4513431946771071,-0.8321287030493271,"Enterprise system automation deployment scripts fail to execute software deployments on legacy servers, throwing unrecognized command behaviors.",Open the command shell window and format your management strings using the syntax “sudo apt-get install ” or “sudo apt-get update” to safely manipulate software libraries on older distributions.,Operating Systems Management,Linux Command-Line Utilities,CORE 2,,OPERATING SYSTEMS
W49,Microsoft Entra ID (Formerly Azure AD (Active Directory)),,other,15,-0.0418857260866262,-0.7490583439665617,0.6611786319023538,"- Authentication Loops: Users are repeatedly prompted to log in or encounter Azure Active Directory Security Token Service (AADSTS) error codes during single sign-on (SSO) attempts.
-  Multifactor Authentication (MFA) Failures: Users do not receive multi-factor authentication push notifications, Short Messaging System (SMS) codes, or phone calls.
- Access Denied: Users receive ""You cannot access this right now"" blocks due to overly restrictive Conditional Access policies.
- Sync Issues: New employee accounts created in on-premises Active Directory fail to appear in the cloud directory.","- Analyze Sign-in Logs: Open the Microsoft Entra admin center, locate the user's account, and review the ""Sign-in logs"" to find the exact failed policy or bad password entry.
- Check Conditional Access: Inspect the ""Report-only"" or active Conditional Access policies to see if a specific rule (e.g., geographic blocking or device compliance) is blocking the login.
- Verify Microsoft Entra Connect: Check the synchronization status tool on the local domain controller to resolve object conflicts or sync halts.
- Reset Multifactor Authentication (MFA) Methods: Have an administrator clear and require the re-registration of the user's MFA methods in the Entra portal if their authenticator app becomes desynchronized.",Security & Identity, Identity and Access Management (IAM) / Directory Services,CORE 2,,SECURITY
W73,Active Directory: online resources,,other,15,-0.021220535700897,-0.7570337698822527,0.6530310560168109,"Internal corporate employees can access local office workstations but are completely blocked from logging into cloud-hosted platforms like Microsoft 365, throwing credential validation errors.",Open the directory synchronization tool (such as Azure AD Connect) on the local domain controller; check the active synchronization log files for replication conflicts; verify that the on-premise domain controller can communicate over the internet with cloud endpoint ports.,Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W125,Apple: Apple ID,,other,15,-0.0338784937409013,-0.7356905805212608,0.6764699678434647,"Users are blocked from installing new software applications from the official App Store, cloud file synchronization loops fail to complete, or device backup services report synchronization credential lockouts.","Open System Settings, navigate to the user account profile banner, and verify account authentication properties; clear stale tokens by logging out and signing back in; complete Multi-Factor Authentication (MFA) or Apple confirmation prompts on a trusted device.",Operating Systems Management,Operating System Features,CORE 2,,OPERATING SYSTEMS
W129,Apple: Online resources,,other,15,-0.0480474041943569,-0.7614065913447611,0.6464916469738307,"Mobile Device Management (MDM) platforms fail to enroll corporate Apple devices, or technicians are unable to download diagnostic image utilities or look up hardware support articles.",Check local network firewall configurations to ensure required Apple push notification and sync ports are open; verify certificate validation states inside the enterprise deployment dashboard portal; clear web cache configurations.,Operating Systems Management,External Technical Resources,CORE 2,,OPERATING SYSTEMS
W191,Authentication: SSO authentication,,other,15,-0.0053251199361745,-0.7472098291545858,0.6645668621835129,"Employees are overwhelmed by managing dozens of separate application passwords, leading them to write down credentials on notes or reuse weak passwords across multiple platforms.",Deploy an enterprise cloud identity platform (such as “Microsoft Entra ID” or “Okta”) and integrate company business applications using standard Secure Assertion Markup Language (SAML) or OpenID Connect (OIDC) federation strings to establish single sign-on access.,Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W69,"Action plans, CompTIA troubleshooting process",,other,16,-0.5097844912385093,0.0464165969129286,-0.859049050999835,"Technicians rushing into a repair and accidentally wiping user data, causing a prolonged system blackout by executing random commands, or replacing expensive hardware components without checking logical configurations first.",Always document your plan before executing any changes; identify potential risks or side effects of your plan; schedule necessary downtime if the fix impacts production environments; make sure you have a working backup of critical data before proceeding with the fix.,"Motherboards, RAM, and CPU Diagnostics",Troubleshooting Methodologies,CORE 1,HARDWARE & NETWORK TROUBLESHOOTING,
W86,Administrative Tools: Event Viewer,,other,16,-0.5038155381863492,0.0295552662220032,-0.8633055019635549,"The computer experiences mysterious application crashes or sudden Blue Screens of Death (BSOD) with generic stop codes, making it difficult to pinpoint the exact driver or application causing the system crash.","Launch Event Viewer; expand the Windows Logs directory tree; select the System log to look for red ""Error"" or ""Critical"" flags timestamped at the exact moment of the system crash; isolate the specific Event ID and source file listed in the details panel to target the fix.",Operating Systems Management,Windows Administrative Utilities,CORE 2,,OPERATING SYSTEMS
W109,"Analyzing: Detection/analysis phase, incident response",,other,16,-0.5238763067278343,0.0417054332131296,-0.850772749968938,Security teams deploy incorrect containment methods or isolate the wrong systems because they rushed to respond without properly confirming the source or type of a malware infection or intrusion event.,"Isolate and review system logs from firewalls, SIEM (Security Information and Event Management) platforms, and endpoint protection software; capture network traffic samples to verify attack patterns; document all findings carefully before moving to Step 3 (Containment) of the incident response plan.",Network Infrastructure and Operational Procedures,Incident Response Procedures,CORE 2,,OPERATING SYSTEMS
W130,Application logs,,other,16,-0.4964554773026967,0.0497818175847352,-0.8666335613707281,"Database tools, office suites, or custom software suites crashing quietly back to the desktop without throwing an error window, leaving the user with no immediate explanation for the crash.","Open Event Viewer (""eventvwr.msc""); expand the Windows Logs hierarchy tree; click Application; filter the current view by selecting ""Error"" checkboxes; analyze the specific Event ID, faulting module path, and application return code to find the broken file.",Operating Systems Management,Windows Administrative Utilities,CORE 2,,OPERATING SYSTEMS
W132,"Applications: Crashes, troubleshooting",,other,16,-0.5150707319997223,0.0183454571867868,-0.8569513318957371,"Software programs instantly vanishing mid-use, frozen window borders that stop responding to inputs, or blue screen stop errors triggered by application memory access violations.",Check active application or system logs for explicit error dump summaries; end hanging processes using Task Manager; verify that the application has the latest software updates and patches installed; execute an application repair configuration inside the Windows Apps and Features Control Panel menu.,"Motherboards, RAM, and CPU Diagnostics",Operating System and Application Troubleshooting,CORE 2,,SOFTWARE TROUBLESHOOTING
W145,Applications: Troubleshooting,,other,16,-0.5196105144160867,0.060121470744189,-0.8522853524869507,"Applications throwing random runtime errors during execution, crashing back to the desktop under specific workloads, or losing access to network data files.",Isolate recent system configuration changes; check application error logs for explicit error details; reset application data back to default settings via the Windows Settings interface; reinstall the application package files to replace corrupted software binaries.,"Motherboards, RAM, and CPU Diagnostics",Operating System and Application Troubleshooting,CORE 2,,SOFTWARE TROUBLESHOOTING
W157,Articles/KB,,other,16,-0.4892800256305657,0.0308960812453655,-0.8715793071675306,Helpdesk technicians waste time resolving unique hardware issues or specialized application errors from scratch without utilizing existing company solutions.,"Isolate the exact error code or system behavior flag, navigate to the vendor's documentation portal (such as “Microsoft Learn”), and input the explicit code to pull up the step-by-step resolution instruction document.",Network Infrastructure and Operational Procedures,Operational Documentation,CORE 2,,OPERATIONAL PROCEDURES
W158,Asset management,,other,16,-0.5322699016477815,0.028089544311753,-0.8461085800889971,"Network security audits discover untracked rogue computers connected to physical switches, software configurations fall out of compliance due to expired licensing models, or hardware assets go missing during office moves.","Deploy automated asset discovery scans across all network zones; paste physical barcode asset tags onto all company computers; catalog every serial number, physical location, and assigned user into a centralized Configuration Management Database (CMDB).",Network Infrastructure and Operational Procedures,Operational Documentation,CORE 2,,OPERATIONAL PROCEDURES
W177,Audit logs,,other,16,-0.4992953298431958,0.0662922479576476,-0.8638920716487078,"Information security officers are unable to trace who accessed or deleted a sensitive folder on a network share, or they lack the visibility needed to investigate a suspected insider data breach.","Open the Local Security Policy tool by running “secpol.msc”, navigate to “Local Policies > Audit Policy”, and enable tracking for specific system events (such as “Audit account management” or “Audit object access”) to begin capturing logs in Event Viewer.",Operating Systems Management,Windows Administrative Utilities,CORE 2,,OPERATING SYSTEMS
W178,Audit success events,,other,16,-0.5020904716696953,0.0096127958430358,-0.8647616737660053,"Security log tables fill up with millions of routine informational entries, consuming large amounts of storage disk space and making it difficult to spot actual failed system attack logs.","Launch Event Viewer by running the instruction “eventvwr.msc”, open the “Security” log folder, select “Filter Current Log” from the actions menu, and adjust the filters to exclude success codes or limit tracking to critical security event groups.",Operating Systems Management,Windows Administrative Utilities,CORE 2,,OPERATING SYSTEMS
W28,Access: Access control vestibules (mantraps),,other,17,-0.4689289543267802,-0.110452466622068,0.8763023955297015,"Unauthorized physical intruders successfully slip inside a restricted data center behind a legitimate employee, or an internal mechanical override failure causes both doors to lock simultaneously, trapping staff inside.",Test the electronic door sensors and locking magnetic strikes for proper synchronization logic; re-calibrate the integrated biometric or proximity badge readers; verify the functionality of the emergency break-glass manual release switches located inside the enclosure.,Physical Security & Access Control,Physical Security Controls,CORE 2,,SECURITY
W31,Access: Controlling,,other,17,-0.4731456573554792,-0.1351479063008825,0.8705562763820264,"Users are over-privileged and able to modify directories outside their job description, or structural data breaches occur due to weak permission constraints.","Implement the security model of ""Least Privilege"" across the infrastructure; perform regular group policy audits; move users out of local Administrator groups into standard unprivileged containers.",Network Security & Access Control,Access Control Management,CORE 2,,SECURITY
W103,Alarm systems,,other,17,-0.4478435761181657,-0.1133615909737269,0.886896431958996,Facility perimeters suffer physical breaches by unauthorized individuals outside of standard business hours without alerting security teams or generating active incidents.,Audit and test all building security zones and contact sensors regularly; integrate physical alarm triggers directly with closed-circuit television (CCTV) cameras to automatically record video when a sensor is tripped; route alarm notifications to a 24/7 centralized monitoring station.,Network Security & Access Control,Physical Security Controls,CORE 2,,SECURITY
W179,AUP (Acceptable Use Policies),,other,17,-0.4881993565161016,-0.1091002090987501,0.865885981334652,"Employees install unapproved Peer-to-Peer (P2P) file-sharing software programs on corporate laptops, browse non-work web content during business shifts, or expose the corporate network to security threats due to unsafe browsing behaviors.",Require every employee to review and physically or digitally sign the formal AUP document during onboarding; deploy content-filtering firewalls to block web traffic categories that violate company compliance rules.,Network Infrastructure and Operational Procedures,Corporate Security Standards,CORE 2,,OPERATIONAL PROCEDURES
W1,3–2-1 backup rule,,other,18,-0.2764339818014527,0.8065150616584182,-0.5226066484685321,"Complete data loss following a catastrophic event (e.g., local fire, severe ransomware infection, or total hardware failure) where local backup drives are destroyed or encrypted simultaneously with the primary system.","Audit the current backup plan. Configure a local automated backup routine to a separate physical drive or NAS device, and set up a secondary automated synchronization task that replicates that data to an off-site cloud service provider.",Data Retention and Operational Procedures,Backups / Recovery,CORE 2,,OPERATIONAL PROCEDURES
W6,"10-tape rotations, backup rotation schemes",,other,18,-0.2931433511942082,0.7949448145101966,-0.5311588439760542,"Inability to restore a clean backup file from a specific day last week because the tape media was accidentally overwritten too early, or a backup failure due to physically worn out or degraded tape media blocks.",Implement strict label management on physical tapes; audit the scheduling configuration within the backup software utility; replace degraded tape media cartridge units immediately upon any write-error logged by the system.,Data Retention and Operational Procedures,Backups / Recovery,CORE 2,,OPERATIONAL PROCEDURES
W51,7-Zip,,other,18,-0.2862704079242137,0.8135336156549904,-0.5061741891347512,"- ""Cannot open file as archive"": The archive file is corrupted, truncated, or saved in an unsupported format.
- ""Data Error in encrypted file. Wrong password?"": Data corruption within the archive or an invalid decryption key entered by the user.
- ""CRC Failed"": Cyclic Redundancy Check error indicating the extracted file does not match the original file due to a storage or download transmission failure.
- Extremely slow extraction: High compression ratios causing maximum CPU utilization or disk bottlenecks on slower storage media.","- Test Archive Integrity: Right-click the archive file, select ""7-Zip -> Test archive"" to identify exact corrupted blocks or files.
- Re-download the Source: If a download failed a Cyclic Redundancy Check (CRC) check, download the archive file again using a stable connection.
- Verify Password Accuracy: Re-enter the exact casing and symbols for encrypted "".7z"" or "".zip"" files, or use the command line tool to check for headers.
- Update the Software: Ensure the latest version of 7-Zip is installed to support newer compression algorithms or fixes for file handling bugs.
",Software Utilities,File Compression and Archiving,CORE 2,,OPERATING SYSTEMS
W171,Attrib command,,other,18,-0.2682685498101015,0.79918057730835,-0.5379055586586529,"A technician cannot view critical system configuration files inside a directory, or manual attempts to edit a specific text file return a prompt stating “Access Denied: File is Read-Only.”","Open an elevated command prompt interface and execute the clear attribute command line instruction “attrib -r -s -h ” to safely strip away restrictive flags, allowing you to edit or view the file.",Operating Systems Management,Windows Command-Line Utilities,CORE 2,,OPERATING SYSTEMS
W200,Backups: Differential backups,,other,18,-0.3092323142174707,0.797128161280756,-0.5186155322942693,"Daily backup storage consumption increases progressively as the business week continues, because data changes are repeatedly copied and stacked onto each successive daily backup file volume.","To perform a complete server state recovery using this method, locate and restore the very first full backup baseline volume target, then locate and apply only the most recent differential backup image container to pull down all cumulative file changes.",Network Infrastructure and Operational Procedures,Redundancy and Backup Procedures,CORE 2,,OPERATIONAL PROCEDURES
W201,Backups: Full backups,,other,18,-0.2644085907719231,0.8189353440004908,-0.5093456581466103,"Corporate data replication operations take hours to complete, saturating local network bandwidth and causing performance degradation on production servers during the operational replication window.","Schedule full backup tasks to run automatically during low-impact weekend hours using a backup management terminal utility, and combine this baseline with faster mid-week incremental or differential backup sequences to minimize system overhead.",Network Infrastructure and Operational Procedures,Redundancy and Backup Procedures,CORE 2,,OPERATIONAL PROCEDURES
W36,"Access: Windows networks, sharing access",,other,19,0.2266043488249204,-0.8890803953285834,0.3977266897456133,"A user can view a shared folder across the network but receives an explicit ""You do not have permission to access this folder"" error when trying to write or save a new file inside it.","Right-click the folder and select Properties; check both the Share Permissions and NTFS (New Technology File System) Permissions tabs; remember that when these lists conflict, the system enforces the most restrictive cumulative permission match between the two lists.",Operating Systems Management,Windows File and Folder Sharing,CORE 2,,OPERATING SYSTEMS
W71,Active Directory: Home folder,,other,19,0.2479750574409537,-0.8877622089414674,0.3877971522104332,"A user logs into a corporate computer and receives an error that their personal drive mapping (often the H: drive) is missing, or they are completely unable to open their personal work files.","Open Active Directory Users and Computers (dsa.msc), find the user's properties, and check the Profile tab to verify the network path string (\\server\share\user) is spelled correctly; ensure the network storage server is online and that share/NTFS (New File Transfer Systems) permissions grant the user full access.",Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W72,Active Directory: Logon scripts,,other,19,0.2316367093431695,-0.8791325498789485,0.4164977726567165,"Shared department network folders or network printers fail to automatically appear in File Explorer when an employee boots their system, or login phases take a long time due to a script getting stuck in a loop.",Check the Active Directory user account properties profile tab to verify the exact file name and path of the login script are entered correctly; open the script file directly inside the network SYSVOL (System Volume) folder to check for syntax bugs or dead server references.,Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W74,Active Directory: Security groups,,other,19,0.2230905483884903,-0.8977360020098876,0.3798692905658808,"A new hire is unable to access their department's shared network folders, or an unapproved employee can view sensitive files because user accounts are assigned permissions directly rather than using groups.","Access the Active Directory management console; locate the appropriate department security group (e.g., ""Accounting-ReadOnly""); open its properties, go to the Members tab, and add the user's account to the group; have the user log out and log back in to update their security token.",Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W75,Active Directory: User profiles,,other,19,0.2612567169515649,-0.8775721046623364,0.4020101105273437,"A user receives a ""You have been logged in with a temporary profile"" notification upon boot, and any files saved to the desktop vanish completely after restarting the computer.","Check network path connectivity to the profile storage server; if a local profile registry key is corrupted, open ""regedit"" and navigate to ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList"", find the profile entry ending in "".bak"", and repair or rebuild the profile mapping.",Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W2,3D printers: Installing,,other,20,0.4582144569869511,0.4576347769738194,-0.7619776389844234,"System unrecognized by the host workstation via USB, firmware mismatch errors, initial test prints failing to adhere to the build plate, or axis motor grinding sounds during the initial calibration phase.",Ensure all physical shipping restraints are removed; download and install the vendor-specific driver/slicing utility; calibrate and manually or automatically level the print bed using a standard piece of paper as a gap gauge; update firmware to the latest revision.,Peripherals and Hardware,3D printers,CORE 1,HARDWARE,
W3,3D printers: Maintenance,,other,20,0.4373993333756182,0.4663462679541698,-0.7688972503057754,"Extruder nozzle jams, plastic filament snapping mid-print, uneven layer lines (Z-banding), rough textures on completed prints, or loud squeaking noises during print-head movement.","Pre-heat the extruder nozzle to printing temperature and perform a ""cold pull"" or use a specialized acupuncture needle to clear internal filament clogs; apply a thin layer of lithium grease to the guide rails; tighten loose axis drive belts until they are taut.",Peripherals and Hardware,3D printers,CORE 1,HARDWARE,
W4,3D printers: Printing process,,other,20,0.463733920852084,0.4739419041600731,-0.7485518833937144,"Print job fails mid-way due to thermal runaway errors, print model warps or detaches from the bed before completion, or the extruder skips clicks without depositing plastic.","Verify that the heated print bed temperature matches the filament specification (e.g., 60°C for PLA); apply a print bed adhesive (like glue stick or blue painter's tape) if the model detaches; check the ambient room temperature to prevent cooling drafts.",Peripherals and Hardware,3D printers,CORE 1,HARDWARE,
W33,"Access: Printers/multifunction devices, sharing",,other,20,0.4518406834418944,0.4430298404698971,-0.7743155411329281,"Remote client computers receive ""Printer Offline"" or ""Connect to Printer Access Denied"" errors when attempting to connect to a shared network print queue.","Verify that the host computer remains powered on and connected to the network; open Printer Properties, navigate to the ""Sharing"" tab, and verify that sharing options are active; check the ""Security"" tab permissions to ensure the ""Everyone"" group or specific network users hold ""Print"" rights.",Peripherals and Hardware,Printer Sharing and Management,CORE 1,HARDWARE,
W79,Additive manufacturing,,other,20,0.4345014061868222,0.4855248896244346,-0.7586000985874274,"Physical structural flaws in printed 3D models, rough layers, or objects failing to match the precise scale measurements of the digital design file.",Open your slicing software utility tool to check the G-code (geometric code) path configurations; optimize layer height and infill density settings; ensure the 3D printer's structural frame components are rigid and calibrated correctly before printing.,Peripherals and Hardware,3D printers,CORE 1,HARDWARE,
W22,802.1X wireless protocol,,other,21,0.2501569623787616,-0.0527982007775524,0.9667646270773896,"Client devices receive an ""Authentication Failed"" or ""Network Rejected Connection"" message when trying to join the corporate network, despite entering valid user credentials.",Verify physical network connectivity between the wireless access point and the backend RADIUS server; ensure the client device has the correct security certificates installed; check the server's Active Directory logs to see if the user account is locked or disabled.,Network Security & Access Control,Wireless Security Standards,CORE 2,,SECURITY
W47,"Accounts: Accounts section, Settings",,other,22,0.004163464816651,-0.9933976005374768,-0.1146467304684441,"User is unable to configure biometric sign-in options, encounters a warning that local settings are not syncing across devices, or experiences profile connection errors after a corporate password change.","Open Windows Settings (Win + I), navigate to Accounts, and select Access work or school to re-authenticate or fix credential synchronization; verify the local machine has a stable internet connection to validate external Microsoft or Azure/Entra ID profiles.",Operating Systems Management,Windows Settings and Utilities,CORE 2,,OPERATING SYSTEMS
W50,Accounts: Administrator accounts,,other,22,0.0199841423228379,-0.9922398576833382,-0.1227220390971777,"User is blocked from installing essential software utilities, receives an explicit ""Access Denied"" or ""7-Zip Error: Extraction Failed"" message, or cannot modify the Windows Registry or Group Policy settings.","Log in using a profile that already possesses administrative rights; open ""lusrmgr.msc"" (Local Users and Groups Manager) or User Accounts in the Control Panel, select the target user account, and add them to the local Administrators group.",Network Security & Access Control,User Account Management,CORE 2,,OPERATING SYSTEMS
W54,"Accounts: Guest accounts, disabling",,other,22,0.0097757896405513,-0.9950143650381508,-0.0992514347736554,"Audit logs reveal anonymous network users successfully mapping shared network folders, or untrusted physical walk-ups logging into a workstation without needing a unique password.","Open the Command Prompt as an Administrator and execute the command ""net user guest /active:no"" to strictly disable the account; alternatively, open ""lusrmgr.msc"", double-click the Guest user profile, check the box for Account is disabled, and click Apply.",Network Security & Access Control,Account Security Best Practices,CORE 2,,SECURITY
W57,Accounts: User accounts,,other,22,-9.476482223068476e-05,-0.991627575003862,-0.1291307225705345,"A standard user accounts folder throws permissions errors when they try to save a personal file outside of their own user directory path (e.g., attempting to write files inside ""C:\Windows\System32"").",Educate users to operate within their designated profile directories (such as Documents or Desktop); use explicit permissions mapping or folder redirection configurations if a specific standard user requires routine access to a shared data partition.,Network Security & Access Control,User Account Management,CORE 2,,OPERATING SYSTEMS
W70,Active Directory: Group policies,,other,22,0.0316533802608063,-0.9933144107775622,-0.1110159666880811,"New security restrictions or corporate desktop wallpapers fail to deploy to client machines on the network, or a machine retains old settings even after a domain policy is updated.","Run the command ""gpupdate /force"" from the Command Prompt on the client computer to manually pull the latest policies; use the ""gpresult /r"" command to generate a diagnostic report to see which GPOs are being successfully applied or blocked.",Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W87,Administrative Tools: Group Policy Editor,,other,22,-0.008322254697718,-0.9947160618859312,-0.1023264203560875,"Local configuration settings (such as disabling the Control Panel or forcing a specific password complexity length) fail to roll out to target workstations, leaving computers vulnerable to non-compliant configurations.","Open the Local Group Policy Editor on the machine; navigate to the specific Administrative Template path; configure the target policy setting to ""Enabled"" or ""Disabled""; run the command ""gpupdate /force"" in an elevated command prompt to instantly apply the new settings.",Operating Systems Management,Windows Administrative Utilities,CORE 2,,OPERATING SYSTEMS
W138,Applications: MAM,,other,22,0.0175875643003022,-0.990184319878864,-0.13865673531428,"Users are unable to copy data out of a corporate Outlook email and paste it into a personal text messaging app, or corporate data files remain accessible after an employee leaves the company.",Log into the organization's Mobile Device Management (MDM) portal (such as Microsoft Intune); adjust the MAM security policy definitions to configure application sandboxing rules; issue a selective remote wipe command to delete only the corporate data container while leaving the user's personal photos and apps intact.,Network Security & Access Control,Mobile Device Protection,CORE 2,,SECURITY
W147,Applications: User permissions,,other,22,0.0235496114755789,-0.9955837659134634,-0.0908756339670594,"An application crashes or displays an explicit ""Access Denied: Administrative Privileges Required"" error message when trying to save a configuration file or write data to a system directory.","Right-click the application shortcut icon and select ""Run as administrator"" to grant it elevated privileges for that session; open the folder's properties sheet, navigate to the Security tab, and adjust the NT File System (NTFS) access control list or permissions to grant the user profile explicit Read and Write access.",Network Security & Access Control,Access Control Management,CORE 2,,SECURITY
W149,"Apps section, Settings",,other,22,-0.0158171732291272,-0.9921100841979712,-0.1243679937272224,"Installed applications fail to appear in standard desktop menus, default file types open in the wrong software programs, or runaway background utilities cause high resource consumption upon user login.

","Open Windows Settings by pressing the keyboard shortcut “Win + I”, click on the “Apps” category, select “Installed apps” to modify or uninstall problematic software packages, and navigate to “Startup” to toggle off unneeded background programs.",Operating Systems Management,Windows Settings and Utilities,CORE 2,,OPERATING SYSTEMS
W170,Attended installations,,other,22,0.0390969112405491,-0.991249395590696,-0.1260796068859999,"Deploying operating systems across hundreds of enterprise workstations scales poorly, taking up excessive technician hours and resulting in non-uniform system configurations.","For large-scale enterprise deployments, replace manual setup procedures with automated unattended installations by configuring custom Extensible Markup Language (XML) reply files (such as “unattend.xml”) paired with a Windows Deployment Services (WDS) server network environment.",Operating Systems Management,Operating System Installation Configurations,CORE 2,,OPERATING SYSTEMS
W193,Authentication: User accounts,,other,22,-0.0023498108584179,-0.9962978500835306,-0.0859364434210817,"Users log into workstations but are blocked from opening standard department folders, or standard users accidentally modify critical system directories because their profiles have too many privileges.","Open the Local Users and Groups console panel by running “lusrmgr.msc” on local machines or open “dsa.msc” for Active Directory; audit the user profile's group properties, and apply the principle of least privilege by stripping standard users out of administrative groups.",Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
