node_id,word,definition,cluster,x,y,z,ERROR SYMPTOMS,TROUBLESHOOTING,PRIMARY CATEGORY,SUB CATEGORY,CORE,CORE 1: DOMAIN,CORE 2: DOMAIN
W814,Electrical safety: ESD prevention,,24,-0.008366122638970084,0.0009477986398413656,0.999964554206662,"Newly installed memory modules or motherboards fail immediately on first boot, or experience intermittent, unpredictable logic failures due to microscopic static damage.","Attach an anti-static wrist strap connecting link directly to the unpainted metallic surface of a grounded server chassis, deploy anti-static desk mats, and always retain all internal expansion cards inside sealed static-shielding bags until the physical installation phase begins.",Operational Procedures,Safety Procedures,CORE 2,,OPERATIONAL PROCEDURES
W833,EMI (Electromagnetic Interference),,24,0.011462503929456995,-0.02699345812205194,0.9995698896136678,"Intermittent network drops, high packet loss on copper cabling, corrupted screen images on monitors, or unexplained system instability in proximity to large motors or high-voltage power lines.","Utilize shielded cabling, maintain adequate distance from heavy electrical equipment, and ensure all network hardware is properly grounded to drain away potential electromagnetic noise.",Networking,Network Infrastructure,CORE 1,NETWORKING,
W865,Equipment grounding,,24,0.015972655105434,0.009745789450074675,0.9998249316139689,"Tingly sensations when touching the metal casing of a device, frequent component failure, or high levels of electrical noise interfering with signal integrity.","Verify the integrity of the ground pin on the power cable, test the outlet with a ""circuit tester"" for a solid ground connection, and ensure all rack-mounted servers are bonded to the facility’s common grounding bus.",Hardware,Safety and Environment,CORE 1,HARDWARE,
W871,ESD (Electrostatic Discharge),,24,-0.014071653878071608,-0.01601398364567268,0.9997727446199619,"Intermittent system lockups, component failure immediately after physical contact, or ""black box"" failures where a board simply stops working.","Utilize an anti-static wrist strap, keep components in anti-static bags, and maintain consistent grounding protocols before touching any internal electronic parts.",Hardware,Safety and Environment,CORE 1,HARDWARE,
W872,ESD: CPU installation,,24,0.027885168654154437,-0.017334434435997973,0.9994608220195095,A system that will not POST (Power-On Self-Test) or displays intermittent CPU errors after a recent upgrade.,"Discharge static by touching the metal chassis, pick up the CPU only by its edges (avoiding pins), and verify the ""socket alignment"" before lowering the chip to prevent bent pins or short circuits.",Hardware,System Components,CORE 1,HARDWARE,
W874,ESD: Motherboards,,24,-0.0038187809248932756,0.013533301986963514,0.9999011284369955,"No Power status, failure to POST, or random rebooting behavior after system maintenance.","Inspect the board for physical signs of damage (burnt traces), ensure all “standoffs” are installed correctly to prevent shorting the board to the case, and use an ESD mat during all installation procedures.",Hardware,System Components,CORE 1,HARDWARE,
W875,ESD: Preventive measures,,24,-0.001129477770831017,-0.03279830831263965,0.9994613525553623,Persistent unexplained hardware failures during maintenance cycles.,"Consistently use an ESD strap connected to a verified ground, increase the room's humidity (if below 40%), and store all spare parts in “anti-static” (shielded) bags.",Hardware,Safety and Environment,CORE 1,HARDWARE,
W1009,Grounding equipment,,24,0.02946045641327225,0.0048068200718572604,0.9995543887096482,"Static discharge when touching computer components, equipment damage during electrical storms, or frequent hardware failures due to ESD (Electrostatic Discharge).","Always wear an ESD wrist strap connected to a grounded surface, use anti-static mats when handling sensitive electronics, and ensure that all power outlets are properly grounded.",Operational Procedures,Safety and ESD,CORE 1,OPERATIONAL PROCEDURES,
W1171,IP (Ingress Protection) ratings,,24,-0.020450501159140193,-0.002579700192717026,0.9997875385046845,Device failure due to liquid contact or dust accumulation in sensitive internal components.,"Check the device’s IP rating documentation to determine its limits; if a device exceeds its specified rating, perform a physical inspection for corrosion and clean with appropriate electronics-safe solvents.",Hardware,Mobile Devices,CORE 1,HARDWARE,
W1207,Keyboards: ESD,,24,0.02293281231044542,-0.03188981369625501,0.9992282651636473,"The keyboard fails entirely, or sporadic keystrokes are registered due to damaged control logic on the keyboard's internal PCB (Printed Circuit Board).",Always wear an ESD wrist strap and work on an anti-static mat when disassembling keyboards or internal laptop components to prevent static build-up.,Hardware,Input Devices,CORE 1,HARDWARE,
W1800,Physical safety: Cable management,,24,0.010291677370013717,0.02080948336227703,0.9997304870709439,"Tripping hazards in walkways, excessive strain on cable connectors (like RJ-45), or obstructed airflow causing overheating.","Use cable ties, raceways, or Velcro straps to bundle and route cables neatly along walls or through cable management arms, ensuring no cables block walkways or fan intakes.",Operational Procedures,Safety and Environment,CORE 1,Operational Procedures,
W1880,Power: Surge protectors/suppressors,,24,-0.0168277430992577,-0.028154402118295434,0.9994619335940447,"Component motherboard failures post-lightning events, or a loss of active grounding indication on the power strip housing array.","Check the physical indicator LEDs on the surge protector chassis to confirm the status of the surge protection circuitry; if the ""Protected"" status indicator light is dark, replace the unit immediately, as the internal MOVs have absorbed their maximum joule rating and can no longer absorb surges.",Operational Procedures,Environmental Controls and Power Protection,CORE 1,Operational Procedures,
W1884,"Power: Voltage, troubleshooting",,24,0.03786912158138864,-0.009799509492643561,0.9992346567470314,"Persistent application exceptions, storage controller handshake failure errors, or random component degradation.","Access the hardware monitoring interface tab directly inside the motherboard BIOS configuration setup layout to view real-time rail statistics, and confirm that the +12VDC, +5VDC, and +3.3VDC channels fall within a +/- 5% tolerance window of their baseline specifications.",Hardware,Power Supply Diagnostics and Troubleshooting,CORE 1,Hardware,
W1914,Preventive measures: ESD (Electrostatic Discharge),,24,-0.0163948399306345,0.014273724547209618,0.9997637070884297,"Intermittent system lockups, component failure shortly after handling, or hardware that never powers on.","Always use an anti-static wrist strap connected to a grounded surface, use anti-static bags to store components, and maintain proper humidity levels in the work environment to reduce static buildup.",Hardware,Hardware Diagnostics and Safety,CORE 1,Hardware,
W2202,Safety procedures: Electrical safety,,24,0.008020245921568959,-0.041614510131916,0.9991015504951628,"A technician feels a static shock when touching equipment, or a device exhibits sparks, burning odors, or buzzing sounds during operation.","Always unplug the power cable from the wall outlet before opening the computer chassis, avoid working with water nearby, and ensure that all electrical outlets are properly grounded.",Operational Procedures,Safety & Environment,CORE 1,OPERATIONAL PROCEDURES,
W2203,Safety procedures: ESD prevention,,24,0.028268116457241966,0.01759327310112821,0.9994455414546352,"Computer components fail intermittently after being handled, or internal boards show signs of damage despite no visible physical impact.","Wear an ESD (Electrostatic Discharge) wrist strap attached to a verified ground point, work on an anti-static mat, and keep delicate components inside anti-static bags when they are not actively being installed.",Hardware,Safety & Environment,CORE 1,OPERATIONAL PROCEDURES,
W2205,Safety procedures: Grounding equipment,,24,-0.028004326499706474,-0.013142121548835463,0.9995214066434462,"Users report getting small shocks when touching the metal computer case, or peripheral devices cause intermittent connection errors.","Use a multimeter to check for continuity between the equipment chassis and the wall outlet's ground pin; if not grounded, ensure the power cord is three-pronged and the wall outlet is wired correctly by a licensed electrician.",Hardware,Safety & Environment,CORE 1,OPERATIONAL PROCEDURES,
W2316,Self-grounding,,24,0.0357155738721649,-0.0288353928998805,0.9989459033898138,"Components fail unexpectedly after handling, or micro-arcing occurs, causing intermittent system resets or hardware malfunctions.","Always wear an ESD (Electrostatic Discharge) wrist strap connected to the metal chassis of the device, or frequently touch a bare metal part of the PC case while working to maintain a neutral electrical potential.",Hardware,Operational Procedures,CORE 1,OPERATIONAL PROCEDURES,
W2520,Surge protectors/suppressors,,24,-0.0014939910445369111,0.026997962402991734,0.9996343721665664,"Equipment fails to turn on, or the surge protector itself shows a ""Fault"" or ""Not Grounded"" indicator.",Ensure the wall outlet is properly grounded and replace the surge protector if it has absorbed previous spikes and reached its protection limit.,Hardware,Power Management,CORE 1,HARDWARE,
W2792,UTP: EMI (Electromagnetic Interference),,24,-0.011982728774532828,-0.04073399460267083,0.9990981712999105,"Dropped packets, slow network speeds, or complete link failures occurring only when specific nearby equipment (like a laser printer or motor) is active.","Use a “Spectrum Analyzer” or perform a visual inspection to find EMI sources. Reroute network cables at least 12 inches away from power cables or fluorescent fixtures. If rerouting is not possible, replace the affected section with shielded cabling.",Networking,Network Infrastructure,CORE 1,NETWORKING,
W78,Adapters: video adapters,,25,0.19640498671547676,-0.8656554827996634,0.4605058808442896,"Workstation screen flickers constantly, artifacts or weird lines appear across the display, games and applications crash due to driver errors, or the monitor remains completely black while the PC power lights turn on.","Ensure the video cable is firmly connected to the correct graphics card port rather than the motherboard's integrated port; boot into Safe Mode, open Device Manager, right-click the video adapter, and choose Update driver or perform a clean install of the latest vendor software.",Peripherals and Hardware,Internal Expansion Cards,CORE 1,HARDWARE,
W544,Controller cards,,25,0.2098966974637689,-0.8656634925063608,0.4544998285318628,"Attached storage or peripherals are not detected by the OS, or the system fails to boot.","Ensure the card is firmly seated in the PCIe slot, install the necessary device drivers, and check the BIOS/UEFI settings to ensure the slot is enabled.",Hardware,Motherboard & Expansion Cards,CORE 1,HARDWARE,
W892,Expansion buses: PCI,,25,0.19956403756979454,-0.8587799559464852,0.47188047445660913,"Hardware devices not detected, or compatibility issues with modern, high-bandwidth expansion cards.","Ensure the card is fully seated in the slot, verify that the slot is functioning (test in a different slot if possible), and ensure the BIOS/UEFI settings do not have the specific slot disabled.",Hardware,Motherboard Components,CORE 1,HARDWARE,
W893,Expansion buses: PCIe,,25,0.19422982784379023,-0.8718004760945289,0.44970957723526894,"Graphics card performance issues, intermittent device disconnection, or system failing to boot when a new PCIe device is installed.","Verify that the card is seated in the correct PCIe lane (e.g., x16 for GPUs), ensure the PCIe power connector is fully attached from the power supply, and update the motherboard firmware (BIOS/UEFI) to improve compatibility.",Hardware,Motherboard Components,CORE 1,HARDWARE,
W894,Expansion cards,,25,0.21827127115634673,-0.8589980008195031,0.46311994858339844,"System failure to boot (POST failure), intermittent hardware crashes, or the operating system (OS) failing to recognize the specific hardware device.","Verify the card is fully seated in the slot, ensure that any necessary external power cables are connected, and check the “Device Manager” to ensure drivers are correctly installed and no resource conflicts exist.",Hardware,Expansion Components,CORE 1,HARDWARE,
W895,Expansion cards: Capture cards,,25,0.18519577193289563,-0.8632681829243343,0.469542937768951,"No signal display in the capture software, dropped frames during high-resolution recording, or audio/video synchronization delays.","Ensure the card is installed in a high-bandwidth PCIe (Peripheral Component Interconnect Express) slot, update the device drivers/firmware, and verify that the input source resolution and frame rate match the capture card’s supported specifications.",Hardware,Multimedia Components,CORE 1,HARDWARE,
W897,Expansion cards: Installing,,25,0.20934344379902273,-0.8719466820457853,0.44258819031658686,"System instability, overheating due to poor airflow, or failure to communicate with the operating system.","Power down the system, disconnect the power source, use an anti-static wrist strap to prevent ESD (Electrostatic Discharge), insert the card firmly into the correct slot, secure it with a screw, and install the latest drivers from the manufacturer's website.",Hardware,System Components,CORE 1,HARDWARE,
W899,Expansion cards: Sound cards,,25,0.2099224310830607,-0.8529092284008445,0.4779941642288675,"No sound, static or cracking noises in the audio output, or microphone input failure.","Check that the audio cable is plugged into the correct jack (e.g., green for line-out, pink for mic), verify that the sound card is set as the “Default Playback Device” in Windows Sound settings, and update the audio drivers.",Hardware,Multimedia Components,CORE 1,HARDWARE,
W901,Expansion cards: Video cards,,25,0.1810741161826021,-0.8728537678678133,0.45314287412211485,"Distorted graphics, artifacts on the screen, system freezing during gaming/rendering, or no video output at all.","Reseat the card, ensure auxiliary power cables (like the 6-pin or 8-pin PCIe power) are securely attached, and clean-install the latest graphics drivers using a tool like DDU (Display Driver Uninstaller).",Hardware,Multimedia Components,CORE 1,HARDWARE,
W1140,Installing: Expansion cards,,25,0.22559272341769687,-0.863096529786391,0.45185429444863745,High-performance peripheral components fail to populate inside hardware manager tree configurations or show yellow exclamation mark alerts.,"Completely cut hardware electricity parameters, unlatch the matching Peripheral Component Interconnect Express (PCIe) clip bracket layout line, push the expansion module down until it snaps home, bolt it to the frame structure, and load current device drivers.",Hardware,System Upgrades,CORE 1,HARDWARE,
W1763,PCI (Peripheral Component Interconnect) buses,,25,0.18853961435332545,-0.8558711010294883,0.4815988706818889,"The device is listed as ""Unknown Device"" in Device Manager, system hangs during POST (Power-On Self-Test), or the hardware component fails to initialize.","Ensure the card is firmly seated in the slot, update the device drivers via the manufacturer's website, or test the card in a different PCI slot to rule out a faulty motherboard bus.",Hardware,Motherboard Components,CORE 1,Hardware,
W1765,PCIe (PCI Express): Expansion cards,,25,0.19665446781568252,-0.8777430253024613,0.43691441017779825,"Low performance in 3D applications, system failing to detect the expansion card, or graphical artifacts appearing on the monitor.","Confirm the card is installed in the correct lane (e.g., x16 slot for GPU), update the chipset drivers, ensure the card has the necessary auxiliary power cables, and check for conflicts in BIOS/UEFI.",Hardware,Expansion/Add-on Cards,CORE 1,Hardware,
W1766,PCIe (PCI Express): Power connectors,,25,0.22471710836387926,-0.8518375471119753,0.47315432423135434,"System failure to boot, ""No Power"" error on the GPU, or the system crashing under heavy load (when the GPU draws maximum power).","Ensure the power cables are securely clicked into the card's ports, verify the PSU has sufficient wattage for the installed components, and replace cables if signs of heat damage (melting/discoloration) are present.",Hardware,Power Supplies,CORE 1,Hardware,
W2177,Riser cards,,25,0.1727657673945175,-0.867744086970214,0.4660173700033223,"A newly installed high-performance discrete network card or graphics adapter fails to turn on, and the host system motherboard BIOS/UEFI completely ignores the presence of the expansion hardware during POST.","Turn off the host computer and detach the power line; unscrew the low-profile chassis retention framework, unseat the riser card module completely, verify the slot interface is clean of debris, reseat the card firmly into the motherboard slot until the locking tabs snap shut, insert the supplemental adapter card directly into the riser's horizontal channel slot, and tighten all anchoring chassis fasteners.",Hardware,Motherboards & Internal Components,CORE 1,HARDWARE,
W2215,SATA: Controller cards,,25,0.22197983912203845,-0.8712663840548647,0.43774403369927817,"Drives connected to the expansion card are not detected, or the OS reports a driver error for the controller card.","Ensure the card is firmly seated in the PCIe (Peripheral Component Interconnect Express) slot, check the Device Manager to see if the driver needs an update, and verify the card's compatibility with the OS.",Hardware,Expansion Cards,CORE 1,HARDWARE,
W2765,USB (Universal Serial Buses): USB 3.2 Expansion Cards,,25,0.202601893348519,-0.8486963432198618,0.48853555634859386,"Newly connected external storage drives perform at slow legacy USB 2.0 speeds, or the expansion card ports do not supply sufficient power to spinning external hard drives.","Open the computer case chassis, verify that the expansion card is fully seated down into the PCIe slot lane, and check that its auxiliary internal power lead (such as a SATA [Serial Advanced Technology Attachment] power connector from the PSU [Power Supply Unit]) is securely attached. Download and install the specific controller chipset drivers from the card manufacturer's web portal.",Hardware,"Motherboards, CPUs, and Add-on Cards",CORE 1,MOBILE DEVICES & HARDWARE,
W2804,Video: Adapters,,25,0.17949092832518118,-0.8792181505799579,0.4413144574333855,"Computer monitor display panels output an instant ""No Signal"" message box, display intermittent artifact lines across the display frame, or throw a system error bug check pointing to a dynamic video driver timeout detection and recovery failure loop.","Power off the computer chassis casing, disconnect the alternating current (AC) power wall line, open the chassis, and manually reseat the expansion card into its Peripheral Component Interconnect Express (PCIe) slot interface, confirming its auxiliary power leads are latched. Boot into Windows Safe Mode, run the driver cleanup tool utility, and perform a clean installation of the newest verified OEM (Original Equipment Manufacturer) chipset firmware.",Hardware,"Motherboards, CPUs, and Add-on Cards",CORE 1,MOBILE DEVICES & HARDWARE,
W2810,Video cards: Installing,,25,0.23524049622712967,-0.8567297298894955,0.45899463924787387,"The system speaker sounds a sequence of motherboard post error error beeps indicating a missing video device, or the machine powers on but completely fails to initialize past a black screen state.","Power off the computer system, extract the side panels, and locate the primary PCIe x16 slot. Insert the card firmly until the physical locking latch snaps shut into position on the slot tail, anchor the metal mounting bracket to the chassis framework with case screws, secure the appropriate 6-pin or 8-pin PCIe power leads from the power supply unit (PSU), close the case, boot up, and load the official vendor drivers.",Hardware,"Motherboards, CPUs, and Add-on Cards",CORE 1,MOBILE DEVICES & HARDWARE,
W2811,Video cards: Opening,,25,0.17510373532410145,-0.8583902580210523,0.4821875639314004,"Internal cooling fan bearings produce loud grinding noises during active duty, or the card experiences continuous emergency thermal throttle lockdowns because baked-out thermal interface pads have lost heat conductivity.","Remove the video card from the motherboard slot and lay it down onto an electronics-grade anti-static grounding mat. Utilize precision electronics screwdrivers to carefully undo the retention screws located on the backplate side of the card, disconnect any small internal fan power headers, detach the thermal cooling block from the circuit card substrate, clean off dry paste with 99% isopropyl alcohol, and apply fresh thermal interface replacements.",Hardware,"Motherboards, CPUs, and Add-on Cards",CORE 1,MOBILE DEVICES & HARDWARE,
W39,Accessories: Add-on storage,,26,-0.2025382065254902,-0.9776802656252296,-0.055853138715908544,"""Drive not recognized"" errors when plugging in an external unit, file copying failures for large files, or sluggish read/write transfer rates.",Check the device inside Windows Disk Management to see if it requires initialization or a new drive letter; reformat legacy FAT32 (File Allocation Table 32) flash drives to exFAT (Extended File Allocation Table) or NTFS (New File Technology System) to support files larger than 4GB (Gigabyte); ensure the device is plugged into a high-speed USB (Universal Serial Bus) 3.0+ port (blue/SS (SuperSpeed) rather than a legacy USB (Universal Serial Bus) 2.0 port.,Peripherals and Hardware,Storage Components,CORE 1,HARDWARE,
W770,Drives,,26,-0.18997129273568117,-0.9798055170197291,-0.06238635070298379,"Redundant Array of Independent Disks (RAID) failure alerts, computer freezing, slow file access times, or standard Operating System not found errors during the Power-On Self-Test (POST).","Verify physical power and data cable connections, check Motherboard Basic Input/Output System (BIOS) or Unified Extensible Firmware Interface (UEFI) detection status, and run manufacturer-specific hardware diagnostic utilities.",Hardware,Storage Devices,CORE 1,HARDWARE,
W987,Flash memory,,26,-0.1982509296435324,-0.9791896095783897,-0.043408264065680054,"Slow write speeds, file system corruption, or failure to read data from the drive.","Run “chkdsk” (Check Disk) to fix file system errors, update the device drivers, or use the manufacturer’s firmware tool to perform a “secure erase” if the drive is unresponsive.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1022,Hard drives,,26,-0.2057336563747025,-0.9762721421446314,-0.06757489997793839,"System boot failures (e.g., “No boot device found”), delayed file access, OS corruption errors, or physical clicking/grinding sounds emanating from the drive bay.","Check physical power and data (SATA—Serial Advanced Technology Attachment) cable connections, use the “chkdsk /f /r” command to identify and repair bad sectors, check SMART (Self-Monitoring, Analysis, and Reporting Technology) status logs, and replace the drive if hardware failure is detected.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1029,Hard drives: Hybrid drives,,26,-0.1808617799499946,-0.9820833322577869,-0.05292773426815868,"Performance drops after the drive has been in use for a long time, or specific high-performance applications take longer than expected to launch.","Allow the drive time to ""learn"" user patterns (as the flash memory cache is managed by the drive firmware), check for firmware updates from the manufacturer, or run a diagnostic test to see if the mechanical portion of the drive is failing.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1031,Hard drives: Magnetic disk drives/HDD,,26,-0.21247795922641208,-0.9760871151934809,-0.0459027275469282,"Clicking or scraping sounds, extremely slow data transfer speeds, or “Cyclic Redundancy Check” (CRC) errors when reading files.","Ensure the drive is physically level, check for physical vibrations in the chassis, run “chkdsk” to identify bad blocks, and perform frequent backups before the drive fails completely.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1041,Hard drives: SSD,,26,-0.19166963100692866,-0.9785675592370896,-0.0752880107217139,"Firmware corruption, sudden drop in write performance, or failure to communicate with the OS after a sudden power loss.","Update the drive’s firmware via the manufacturer’s software, check the BIOS to ensure the SATA mode is set to AHCI (Advanced Host Controller Interface), and ensure the OS is using native NVMe drivers if applicable.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1086,Hybrid drives,,26,-0.187434646681283,-0.9815932321623491,-0.036646688752669146,"Drive performance degrades over time, or the system experiences long delays when opening applications that aren't in the flash cache.","Ensure the drive firmware is updated, run drive diagnostic software to check both the mechanical and flash components, and consider replacing the drive with a full SSD if performance requirements increase.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1151,"Internal drives, OS installations",,26,-0.2181525580652452,-0.9738310906849281,-0.0637374946557619,"Installation setups display warnings saying ""We couldn't find any operational drives to target for code installations,"" or controller configuration errors halt storage routines.","Access firmware screens, verify the active storage device controller is set to “AHCI” (Advanced Host Controller Interface) mode instead of legacy options, use external media to inject missing controller drivers, and check physical link tracks.",Operating System,Installation Parameters,CORE 2,,OPERATING SYSTEMS
W1381,Magnetic disk drives/HDD,,26,-0.17480474854983755,-0.9824469808088879,-0.06512472482804714,"Distinct mechanical clicking sounds (Click of Death), files turning corrupt, operating system failing to boot up with a ""Boot Device Not Found"" error, or severe performance drops.","Boot into the system BIOS/UEFI (Basic Input/Output System/Unified Extensible Firmware Interface) screen and check if the drive is recognized on the SATA (Serial Advanced Technology Attachment) interface link. Run a SMART (Self-Monitoring, Analysis, and Reporting Technology) diagnostics pass using toolkits like ""chkdsk /f /r"" via the Windows command prompt to flag and quarantine bad disk sectors.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1437,Memory: Flash memory,,26,-0.2078970874893227,-0.9776053355375794,-0.03265897949896595,"Data files becoming unreadable or corrupted, the drive becoming “read-only” unexpectedly, or the system failing to recognize the device when plugged into a USB port.","Try plugging the device into a different USB port or a different computer; use the “chkdsk /f” command (in Windows) to repair logical file system errors; if the physical chip is failing, the device is usually non-repairable and the priority should be to attempt data recovery before the hardware fails completely.",Hardware,Storage Devices,CORE 1,HARDWARE,
W1541,NAND Flash memory,,26,-0.20457301642049217,-0.9754621029648465,-0.08138529739467809,"The OS (Operating System) reports “Drive I/O (Input/Output) Error”, system files fail to save, or the device becomes read-only and prevents any modifications.","Use a disk utility to run a S.M.A.R.T. (Self-Monitoring, Analysis, and Reporting Technology) check on the drive to evaluate its health; if the diagnostic indicates a high percentage of bad blocks or impending failure, immediately back up all critical data to a separate storage medium and replace the physical drive.",Hardware,Storage Devices,CORE 1,HARDWARE,
W2242,SD (Secure Digital) cards,,26,-0.17341758016005684,-0.9839594849995581,-0.041833894999565246,"A device displays a “Card Error” or “No Memory Card” message, or files become corrupted during read/write operations.","Slide the physical write-protect switch to the “Unlock” position, attempt to format the card (after backing up data) using the OS disk utility, or try the card in a different reader to rule out hardware failure.",Hardware,Storage Devices,CORE 1,HARDWARE,
W2466,SSD (Solid-State Drives),,26,-0.22486415325631515,-0.973126847241189,-0.049600924978715544,"Extremely slow system response, intermittent read/write errors, or the system fails to boot because the controller on the SSD has failed.","Run the “CHKDSK” utility to check for file system errors, update the SSD firmware via the manufacturer's management software, and check the BIOS to ensure the SATA (Serial Advanced Technology Attachment) mode is set to AHCI (Advanced Host Controller Interface).",Hardware,Storage Devices,CORE 1,HARDWARE,
W2485,Storage drives,,26,-0.17971737059371667,-0.9804251468653433,-0.08042510864742823,"Frequent file corruption, system failure to boot, clicking sounds coming from the drive, or the OS (Operating System) reporting ""Drive not found"" errors.","Check all physical power and data connections, use the command “chkdsk /f /r” to scan for and repair sector-level corruption, and replace the drive if SMART (Self-Monitoring, Analysis, and Reporting Technology) diagnostic tools indicate critical failure imminent.",Hardware,Storage Devices,CORE 1,HARDWARE,
W2493,Storage drives: Flash memory,,26,-0.19337941506597398,-0.9808054995296858,-0.024999478415864976,"Data cannot be written to the device, files become corrupted, or the device is not recognized when plugged into a USB port.","Try a different USB port to rule out motherboard port failure, check for a write-protect switch on the device, or reformat the drive using the “Disk Management” console.",Hardware,Storage Devices,CORE 1,HARDWARE,
W2494,Storage drives: Hybrid drives,,26,-0.2208055216672158,-0.9723135687973155,-0.07649343458033966,"Performance is inconsistent, sometimes fast (when accessing cached data) and sometimes sluggish.","Check for drive-specific firmware updates that improve the caching algorithm, and monitor for mechanical failure symptoms consistent with standard HDDs.",Hardware,Storage Devices,CORE 1,HARDWARE,
W2495,Storage drives: Magnetic disk drives/HDD (Hard Disk Drive),,26,-0.16453290637616183,-0.984712367090518,-0.057188082835519405,"Clicking or grinding noises, the system takes a long time to access files, or the OS fails to boot due to disk read errors.","Use a SMART monitoring tool to check disk health; if the disk reports reallocated sectors, back up all data immediately and replace the drive.",Hardware,Storage Devices,CORE 1,HARDWARE,
W2504,Storage drives: SD (Secure Digital) cards,,26,-0.22084073812356794,-0.9747890753256155,-0.03186890350905124,"The card is not readable, or it reports ""Write protected"".","Slide the physical lock switch on the side of the card, attempt to read the card in a different card reader to isolate the fault, and format the card if data is not required.",Hardware,Storage Devices,CORE 1,HARDWARE,
W2505,Storage drives: SSD (Solid-State Drives),,26,-0.1949711422498247,-0.9766113880414782,-0.09064463821702819,"System slowdowns, read-only errors, or the system fails to boot.","Ensure the drive firmware is updated, check the BIOS for AHCI mode, and use the drive's manufacturer utility to monitor health (TBW - Total Bytes Written).",Hardware,Storage Devices,CORE 1,HARDWARE,
W2761,USB (Universal Serial Buses): Flash Memory,,26,-0.1747477707531383,-0.984204287529559,-0.028374936568065105,"The operating system displays a ""Drive is Write-Protected"" prompt when attempting to save data, throws an error stating ""File is too large for the destination file system"", or fails to detect the drive letters in File Explorer.","Inspect the physical exterior shell of the flash drive for a manual lock switch and toggle it to the unlocked position. If encountering file size limits on a drive larger than 4 GB, reformat the volume from FAT32 (File Allocation Table 32) to exFAT (Extended File Allocation Table) or NTFS (New Technology File System) by right-clicking the drive icon and selecting ""Format"".",Hardware,Storage Devices,CORE 1,MOBILE DEVICES & HARDWARE,
W186,Authentication: Location-based factors,,27,0.46126148679388945,0.8850970965422467,-0.061975563677757334,Security teams fail to notice suspicious account logins where a user profile authenticates from New York and then connects from a different continent just ten minutes later.,"Access your organization's cloud identity provider management portal, configure conditional access rules, and set up impossible travel block constraints to automatically drop and flag out-of-region connection requests.",Network Security & Access Control,Identity and Access Management,CORE 2,,SECURITY
W1312,"Location-based factors, authentication",,27,0.4339201788854256,0.8976226618923375,-0.07737464192714959,Secure authentication services block legitimate remote user access requests because the user's travel location flags out-of-boundary anomalies.,"Check whether corporate VPN (Virtual Private Network) configurations route user connections through abnormal exit node geolocations, check active location tracking permission flags within corporate MDM (Mobile Device Management) policies, and grant temporary geographic access policy exclusions.",Network Security & Access Control,Authentication,CORE 2,,SECURITY
W35,Access: UAC (User Account Control),,28,-0.17314973324737123,0.8336778598952742,-0.5244048014623816,Legitimate system installation tools crash out during automated deployments because the hidden background script cannot interactively click through a protective UAC confirmation prompt.,"Type ""User Account Control Settings"" in the Windows search bar; adjust the slider mechanism to alter notifications; for enterprise automated software packaging, use administrative bypass methods or adjust settings globally via Group Policy Objects (GPOs).",Operating Systems Management,Windows Security Features,CORE 2,,OPERATING SYSTEMS
W50,Accounts: Administrator accounts,,28,-0.18238263008052524,0.8289335188321258,-0.5287776447633733,"User is blocked from installing essential software utilities, receives an explicit ""Access Denied"" or ""7-Zip Error: Extraction Failed"" message, or cannot modify the Windows Registry or Group Policy settings.","Log in using a profile that already possesses administrative rights; open ""lusrmgr.msc"" (Local Users and Groups Manager) or User Accounts in the Control Panel, select the target user account, and add them to the local Administrators group.",Network Security & Access Control,User Account Management,CORE 2,,OPERATING SYSTEMS
W57,Accounts: User accounts,,28,-0.17767593644438498,0.8379343695879751,-0.5160399731336844,"A standard user accounts folder throws permissions errors when they try to save a personal file outside of their own user directory path (e.g., attempting to write files inside ""C:\Windows\System32"").",Educate users to operate within their designated profile directories (such as Documents or Desktop); use explicit permissions mapping or folder redirection configurations if a specific standard user requires routine access to a shared data partition.,Network Security & Access Control,User Account Management,CORE 2,,OPERATING SYSTEMS
W74,Active Directory: Security groups,,28,-0.16950624719846588,0.8294506564548552,-0.5322398337848293,"A new hire is unable to access their department's shared network folders, or an unapproved employee can view sensitive files because user accounts are assigned permissions directly rather than using groups.","Access the Active Directory management console; locate the appropriate department security group (e.g., ""Accounting-ReadOnly""); open its properties, go to the Members tab, and add the user's account to the group; have the user log out and log back in to update their security token.",Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W93,Administrator accounts: Best practices,,28,-0.1904016438033961,0.8311668906266292,-0.5224067514523768,Widespread malware or ransomware infections successfully compromise an entire system root folder because an employee was browsing the web or checking emails while logged directly into a local administrator account.,Create standard unprivileged accounts for all employees' daily workloads; remove standard users from the local Administrators group; implement strict User Account Control (UAC) alert settings across all corporate endpoints.,Network Security & Access Control,Account Security Best Practices,CORE 2,,SECURITY
